Word		Original_root		Predicted_root
کھیلنے		کھیل		
والے		والا		
تلک		تلک		
رتنے		رتنے		
نے		نے		
کہا		کہہ		
کہ		کہ		
وہ		وہ		
اپنے		اپنا		
الزامات		الزام		
کو		کو		
درست		درست		
ثابت		ثابت		
کرنے		کر		
تیار		تیار		
ہےں		ہے		
اور		اور		
جو		جو		
لوگ		لوگ		
ملوث		ملوث		
ہےں		ہے		
ان		وہ		
کے		کا		
ناموں		نام		
کا		کا		
بھی		بھی		
انکشاف		انکشاف		
کریں_گے		کر		
۔		۔		
انٹرویو		انٹرویو		
کے		کے		
دوران		دوران		
تلک		تلک		
رتنے		رتنے		
کا		کا		
کہنا		کہہ		
تھا		تھا		
کہ		کہ		
میچ		میچ		
فکسنگ		فکسنگ		
ایسی		ایسی		
چیز		چیز		
ہے		ہے		
جو		جو		
سری		سری		
لنکا		لنکا		
کرکٹ		کرکٹ		
مےں		مےں		
کچھ		کچھ		
عرصہ		عرصہ		
سے		سے		
ہے		ہے		
۔		۔		
یہ		یہ		
آج		آج		
بھی		بھی		
کینسر		کینسر		
کی		کا		
طرح		طرح		
پھیل		پھیل		
رہی		رہ		
ہے		ہے		
۔		۔		
ان		وہ		
کی		کا		
معلومات		معلومات		
کے		کے		
مطابق		مطابق		
سری		سری		
لنکا		لنکا		
کرکٹ		کرکٹ		
مےں		مےں		
1992		1992		
سے		سے		
میچ		میچ		
فکسنگ		فکسنگ		
چل		چل		
رہی		رہ		
ہے		ہے		
۔		۔		
عالمی		عالمی		
رینکنگ		رینکنگ		
مےں		مےں		
42		42		
واں		واں		
مقام		مقام		
رکھنے		رکھ		
والی		والا		
ونسی		ونسی		
نے		نے		
بارسیلونا		بارسیلونا		
مےں		مےں		
اپنی		اپنا		
کامیابیوں		کامیابی		
کا		کا		
سلسلہ		سلسلہ		
بھی		بھی		
وسیع		وسیع		
کر		کر		
لیا		لے		
ہے		ہے		
اور		اور		
وہ		وہ		
یہاں		یہاں		
14		14		
میچس		میچس		
جیت		جیت		
چکی		چک		
ہےں		ہے		
جبکہ		جبکہ		
انہیں		وہ		
صرف		صرف		
اےک		اےک		
مےں		مےں		
شکست		شکست		
ہوئی		ہو		
ہے		ہے		
۔		۔		
فائنل		فائنل		
مےں		مےں		
انہوں		وہ		
نے		نے		
چیک		چیک		
جمہوریہ		جمہوریہ		
کی		کا		
لوسی		لوسی		
راڈیکا		راڈیکا		
کو		کو		
4		4		
-		-		
6		6		
,		,		
6		6		
-		-		
2		2		
,		,		
NULL		null		
6		6		
-		-		
2		2		
سے		سے		
شکست		شکست		
دے		دے		
کر		کر		
خطاب		خطاب		
جیت		جیت		
لیا		لے		
۔		۔		
عالمی		عالمی		
رینکنگ		رینکنگ		
مےں		مےں		
42		42		
واں		واں		
مقام		مقام		
رکھنے		رکھ		
والی		والا		
ونسی		ونسی		
نے		نے		
بارسیلونا		بارسیلونا		
مےں		مےں		
اپنی		اپنا		
کامیابیوں		کامیابی		
کا		کا		
سلسلہ		سلسلہ		
بھی		بھی		
وسیع		وسیع		
کر		کر		
لیا		لے		
ہے		ہے		
اور		اور		
وہ		وہ		
یہاں		یہاں		
14		14		
میچس		میچس		
جیت		جیت		
چکی		چک		
ہےں		ہے		
جبکہ		جبکہ		
انہیں		وہ		
صرف		صرف		
اےک		اےک		
مےں		مےں		
شکست		شکست		
ہوئی		ہو		
ہے		ہے		
۔		۔		
گذشتہ		گذشتہ		
سال		سال		
وہ		وہ		
خطاب		خطاب		
حاصل		حاصل		
نہیں		نہیں		
کر		کر		
سکیں		سک		
تاہم		تاہم		
اطالوی		اطالوی		
کھلاڑی		کھلاڑی		
فرانسیسکا		فرانسیسکا		
شیوون		شیوون		
نے		نے		
خطاب		خطاب		
جیتا		جیت		
تھا		تھا		
۔		۔		
ونسی		ونسی		
نے		نے		
اپنے		اپنا		
کیرئیر		کیرئیر		
کا		کا		
چوتھا		چوتھا		
خطاب		خطاب		
جیتنے		جیت		
کے		کے		
بعد		بعد		
اظہار		اظہار		
خیال		خیال		
کرتے		کر		
ہوئے		ہو		
کہا		کہہ		
کہ		کہ		
بارسیلونا		بارسیلونا		
ان		وہ		
کے		کے		
لئے		لئے		
خوش_قسمت		خوش_قسمت		
رہا		رہ		
ہے		ہے		
اور		اور		
وہ		وہ		
اسے		یہ		
کافی		کافی		
پسند		پسند		
کرتی		کر		
ہےں		ہے		
کیونکہ		کیونکہ		
وہ		وہ		
یہاں		یہاں		
بہترین		بہترین		
ٹینس		ٹینس		
کھیلتی		کھیل		
ہیں		ہے		
۔		۔		
فائنل		فائنل		
مےں		مےں		
حالانکہ		حالانکہ		
ونسی		ونسی		
کی		کا		
سرویس		سرویس		
کو		کو		
چھ		چھ		
مرتبہ		مرتبہ		
بریک		بریک		
کیا		کر		
گیا		جا		
لیکن		لیکن		
انہوں		وہ		
نے		نے		
بھی		بھی		
جوابی		جوابی		
انداز		انداز		
مےں		مےں		
بہترین		بہترین		
مظاہرہ		مظاہرہ		
کیا		کر		
اور		اور		
مخالف		مخالف		
کھلاڑی		کھلاڑی		
کی		کا		
سرویس		سرویس		
کو		کو		
بریک		بریک		
کرتے		کر		
ہوئے		ہو		
اپنی		اپنا		
سبقت		سبقت		
دوبارہ		دوبارہ		
حاصل		حاصل		
کی		کر		
۔		۔		
پہلے		پہلا		
سیٹ		سیٹ		
مےں		مےں		
انہیں		وہ		
شکست		شکست		
ہو		ہو		
گئی		جا		
تھی		تھا		
تاہم		تاہم		
دوسرے		دوسرا		
اور		اور		
تیسرے		تیسرے		
سیٹ		سیٹ		
مےں		مےں		
انہوں		وہ		
نے		نے		
حریف		حریف		
کھلاڑی		کھلاڑی		
کو		کو		
سنبھلنے		سنبھل		
کا		کا		
موقع		موقع		
دئے		دے		
بغیر		بغیر		
بہترین		بہترین		
مظاہرہ		مظاہرہ		
کیا		کر		
اور		اور		
خطاب		خطاب		
جیت		جیت		
لیا		لے		
۔		۔		
سابق		سابق		
سری_لنکائی		سری_لنکائی		
کپتان		کپتان		
کمار		کمار		
سنگاکارا		سنگاکارا		
نے		نے		
آج		آج		
کہا		کہہ		
کہ		کہ		
یہ		یہ		
شرم		شرم		
کی		کا		
بات		بات		
ہے		ہے		
کہ		کہ		
کوئی		کوئی		
بھی		بھی		
ہندوستانی		ہندوستانی		
عالمی		عالمی		
چمپئن		چمپئن		
ٹیم		ٹیم		
کی		کا		
کوچنگ		کوچنگ		
کا		کا		
اہل		اہل		
قرار		قرار		
نہیں		نہیں		
دیا		دے		
گیا		جا		
ہے		ہے		
۔		۔		
سنگاکارا		سنگاکارا		
نے		نے		
کہا		کہہ		
کہ		کہ		
حیرت		حیرت		
کی		کا		
بات		بات		
یہ		یہ		
ہے		ہے		
کہ		کہ		
کئی		کئی		
غیرمعمولی		غیرمعمولی		
کرکٹرس		کرکٹرس		
کی		کا		
موجودگی		موجودگی		
کے		کے		
باوجود		باوجود		
بی		بی		
سی		سی		
سی		سی		
آئی		آئی		
نے		نے		
ان		وہ		
مےں		مےں		
سے		سے		
کسی		کوئی		
کو		کو		
ٹیم		ٹیم		
کی		کا		
کوچنگ		کوچنگ		
کا		کا		
اہل		اہل		
نہیں		نہیں		
سمجھا		سمجھ		
۔		۔		
انہوں		وہ		
نے		نے		
کہا		کہہ		
کہ		کہ		
یہاں		یہاں		
بےشمار		بےشمار		
بہترین		بہترین		
کرکٹرس		کرکٹرس		
ہےں		ہے		
لیکن		لیکن		
شرم		شرم		
کی		کا		
بات		بات		
ہے		ہے		
کہ		کہ		
بی		بی		
سی		سی		
سی		سی		
آئی		آئی		
نے		نے		
کسی		کوئی		
کو		کو		
بھی		بھی		
قومی		قومی		
ٹیم		ٹیم		
کی		کا		
کوچنگ		کوچنگ		
کا		کا		
اہل		اہل		
نہیں		نہیں		
سمجھا		سمجھ		
ہے		ہے		
۔		۔		
سنگاکارا		سنگاکارا		
کے		کا		
خیال		خیال		
مےں		مےں		
کرکٹ		کرکٹ		
بورڈز		بورڈز		
کے		کے		
لئے		لئے		
یہ		یہ		
اہمیت		اہمیت		
کی		کا		
بات		بات		
ہے		ہے		
کہ		کہ		
وہ		وہ		
گھریلو		گھریلو		
کوچس		کوچس		
کی		کا		
خدمات		خدمت		
حاصل		حاصل		
کریں		کر		
۔		۔		
انہوں		وہ		
نے		نے		
کہا		کہہ		
کہ		کہ		
ایسا		ایسا		
کرنا		کر		
بہت		بہت		
ضروری		ضروری		
ہے		ہے		
۔		۔		
جس		جو		
طرح		طرح		
گھریلو		گھریلو		
کھلاڑیوں		کھلاڑی		
کی		کا		
صلاحیتوں		صلاحیت		
کو		کو		
فروغ		فروغ		
دیتے		دے		
ہوئے		ہو		
ان		وہ		
کی		کا		
خدمات		خدمت		
حاصل		حاصل		
کی		کر		
جاتی		جا		
ہےں		ہے		
اسی		وہ		
طرح		طرح		
کوچس		کوچس		
کے		کا		
معاملہ		معاملہ		
مےں		مےں		
بھی		بھی		
یہی		یہ		
طریقہ_کار		طریقہ_کار		
اختیار		اختیار		
کیا		کر		
جانا		جا		
چاہئے		چاہئے		
۔		۔		
انہوں		وہ		
نے		نے		
تاہم		تاہم		
اعتراف		اعتراف		
کیا		کر		
کہ		کہ		
قابل		قابل		
اور		اور		
اہل		اہل		
کوچس		کوچس		
کی		کا		
خدمات		خدمت		
کا		کا		
حصول		حصول		
کرکٹ		کرکٹ		
بورڈز		بورڈز		
کے		کے		
لئے		لئے		
بہت		بہت		
مشکل		مشکل		
کام		کام		
ہے		ہے		
۔		۔		
کوئی		کوئی		
قابل		قابل		
کوچ		کوچ		
حاصل		حاصل		
کرنا		کر		
کرکٹ		کرکٹ		
بورڈز		بورڈز		
کے		کے		
لئے		لئے		
مشکل		مشکل		
ہوتا		ہو		
ہے		ہے		
اور		اور		
جہاں		جہاں		
تک		تک		
سری_لنکا		سری		
کا		کا		
خیال		خیال		
ہے		ہے		
NULL		null		
ان		وہ		
کے		کا		
خیال		خیال		
مےں		مےں		
تمام		تمام		
ہی		ہی		
کھلاڑی		کھلاڑی		
چاہتے		چاہ		
ہےں		ہے		
کہ		کہ		
ان		وہ		
کا		کا		
کوچ		کوچ		
سری		سری		
لنکا		لنکا		
سے		سے		
ہی		ہی		
تعلق		تعلق		
رکھنے		رکھ		
والا		والا		
ہو		ہو		
۔		۔		
یہ		یہ		
کھلاڑیوں		کھلاڑی		
کی		کا		
پسند		پسند		
بھی		بھی		
ہوتی		ہو		
ہے		ہے		
۔		۔		
انہوں		وہ		
نے		نے		
کہا		کہہ		
کہ		کہ		
سری_لنکا		سری		
مےں		مےں		
چندیکا		چندیکا		
ہتھورا		ہتھورا		
سنگھے		سنگھے		
کی		کا		
خدمات		خدمت		
حاصل		حاصل		
کرنے		کر		
کا		کا		
موقع		موقع		
تھا		تھا		
لیکن		لیکن		
افسوس		افسوس		
کی		کا		
بات		بات		
ہے		ہے		
کہ		کہ		
وہ		وہ		
آسٹریلیا		آسٹریلیا		
منتقل		منتقل		
ہو		ہو		
گئے		جا		
ہیں		ہے		
۔		۔		
چندیکا		چندیکا		
ہتھورا		ہتھورا		
سنگھے		سنگھے		
کو		کو		
سری_لنکائی		سری		
ٹیم		ٹیم		
کا		کا		
عملا		عملا		
کوچ		کوچ		
ہی		ہی		
سمجھا		سمجھ		
جاتا		جا		
تھا		تھا		
جنہوں		جو		
نے		نے		
تین		تین		
سال		سال		
تک		تک		
خدمات		خدمت		
انجام		انجام		
دیں		دے		
تاہم		تاہم		
انہیں		وہ		
ڈسیپلنری		ڈسیپلنری		
بنیادوں		بنیاد		
پر		پر		
برطرف		برطرف		
کر		کر		
دیا		دے		
گیا		جا		
تھا		تھا		
NULL		null		
جس		جو		
کے		کے		
بعد		بعد		
وہ		وہ		
آسٹریلیا		آسٹریلیا		
کو		کو		
نقل		نقل		
مقام		مقام		
کر		کر		
گئے		جا		
۔		۔		
پاکستانی		پاکستانی		
ہاکی		ہاکی		
ٹیم		ٹیم		
کے		کا		
نئے		نیا		
کپتان		کپتان		
محمد		محمد		
عمران		عمران		
نے		نے		
کہا		کہہ		
کہ		کہ		
ان		وہ		
کی		کا		
ٹیم		ٹیم		
5		5		
تا		تا		
15		15		
مئی		مئی		
ملیشیاء		ملیشیاء		
مےں		مےں		
ہونے		ہو		
والے		والا		
اذلان		اذلان		
شاہ		شاہ		
ہاکی		ہاکی		
کپ		کپ		
جیتنے		جیت		
کا		کا		
عزم		عزم		
رکھتی		رکھ		
ہے		ہے		
۔		۔		
سینئر		سینئر		
کھلاڑی		کھلاڑی		
ذیشان		ذیشان		
اشرف		اشرف		
کی		کا		
جگہ		جگہ		
سنبھالنے		سنبھال		
والے		والا		
عمران		عمران		
نے		نے		
کہا		کہہ		
کہ		کہ		
ایشین		ایشین		
گیمس		گیمس		
مےں		مےں		
کامیابی		کامیابی		
کے		کے		
بعد		بعد		
سے		سے		
پاکستانی		پاکستانی		
ٹیم		ٹیم		
کے		کا		
حوصلے		حوصلہ		
بلند		بلند		
ہےں		ہے		
اور		اور		
یہ		یہ		
ٹیم		ٹیم		
اپنی		اپنا		
کامیابیوں		کامیابی		
کا		کا		
سلسلہ		سلسلہ		
جاری		جاری		
رکھنا		رکھ		
چاہتی		چاہ		
ہے		ہے		
۔		۔		
اشرف		اشرف		
کو		کو		
اذلان		اذلان		
شاہ		شاہ		
ٹورنمنٹ		ٹورنمنٹ		
کے		کے		
لئے		لئے		
ٹیم		ٹیم		
مےں		مےں		
شامل		شامل		
نہیں		نہیں		
کیا		کر		
گیا		جا		
ہے		ہے		
۔		۔		
انہوں		وہ		
نے		نے		
ملیشیا		ملیشیا		
روانگی		روانگی		
سے		سے		
قبل		قبل		
کہا		کہہ		
کہ		کہ		
بحیثیت		بحیثیت		
مجموعی		مجموعی		
ٹیم		ٹیم		
کی		کا		
کارکردگی		کارکردگی		
مےں		مےں		
بہتری		بہتری		
پیدا		پیدا		
ہو		ہو		
رہی		رہ		
ہے		ہے		
اور		اور		
انہیں		وہ		
NULL		null		
یقین		یقین		
ہے		ہے		
کہ		کہ		
اس		وہ		
ٹورنمنٹ		ٹورنمنٹ		
مےں		مےں		
ٹیم		ٹیم		
کا		کا		
مظاہرہ		مظاہرہ		
بہترین		بہترین		
رہیگا		رہ		
۔		۔		
پاکستان		پاکستان		
کا		کا		
پہلا		پہلا		
میچ		میچ		
5		5		
مئی		مئی		
کو		کو		
نیوزی		نیوزی		
لینڈ		لینڈ		
کے		کے		
خلاف		خلاف		
ہوگا		ہو		
۔		۔		
اس		وہ		
کے		کے		
بعد		بعد		
اسے		یہ		
جنوبی		جنوبی		
کوریا		کوریا		
,		,		
برطانیہ		برطانیہ		
,		,		
آسٹریلیا		آسٹریلیا		
اور		اور		
ہندوستان		ہندوستان		
سے		سے		
مقابلہ		مقابلہ		
کرنا		کر		
ہے		ہے		
جبکہ		جبکہ		
14		14		
مئی		مئی		
کو		کو		
میزبان		میزبان		
ملیشیا		ملیشیا		
کے		کے		
خلاف		خلاف		
اس		وہ		
کا		کا		
میچ		میچ		
ہوگا		ہو		
۔		۔		
گذشتہ		گذشتہ		
ہفتہ		ہفتہ		
پاکستان		پاکستان		
میں		میں		
جب		جب		
پاکستانی		پاکستانی		
ہاکی		ہاکی		
ٹیم		ٹیم		
کا		کا		
انتخاب		انتخاب		
عمل		عمل		
مےں		مےں		
آیا		آ		
تھا		تھا		
اس		وہ		
وقت		وقت		
تین		تین		
ایسے		ایسا		
کھلاڑیوں		کھلاڑی		
کو		کو		
بھی		بھی		
ٹیم		ٹیم		
مےں		مےں		
جگہ		جگہ		
دی		دے		
گئی		جا		
جن		جو		
کے		کا		
تعلق		تعلق		
سے		سے		
شبہ		شبہ		
تھا		تھا		
کہ		کہ		
وہ		وہ		
ہندوستان		ہندوستان		
مےں		مےں		
باغی		باغی		
ہاکی		ہاکی		
لیگ		لیگ		
مےں		مےں		
شمولیت		شمولیت		
کے		کے		
لئے		لئے		
تیار		تیار		
تھے		تھا		
۔		۔		
سینئر		سینئر		
کھلاڑی		کھلاڑی		
شکیل		شکیل		
عباسی		عباسی		
کو		کو		
ٹیم		ٹیم		
کا		کا		
نائب		نائب		
کپتان		کپتان		
مقرر		مقرر		
کیا		کر		
گیا		جا		
ہے		ہے		
جبکہ		جبکہ		
شکیل		شکیل		
کے		کے		
علاوہ		علاوہ		
ریحان		ریحان		
بٹ		بٹ		
اور		اور		
وسیم		وسیم		
احمد		احمد		
کو		کو		
ٹیم		ٹیم		
سے		سے		
اخراج		اخراج		
کا		کا		
شبہ		شبہ		
تھا		تھا		
کیونکہ		کیونکہ		
ان		وہ		
کے		کا		
تعلق		تعلق		
سے		سے		
اطلاعات		اطلاع		
مےں		مےں		
کہا		کہہ		
گیا		جا		
تھا		تھا		
کہ		کہ		
ان		وہ		
تینوں		تین		
کو		کو		
ہندوستانی		ہندوستانی		
ٹیم		ٹیم		
مےں		مےں		
باغی		باغی		
لیگ		لیگ		
کی		کا		
جانب		جانب		
سے		سے		
کھیلنے		کھیل		
کے		کے		
لیے		لیے		
تیار		تیار		
کر		کر		
لیا		لے		
گیا		جا		
ہے		ہے		
تاہم		تاہم		
پاکستان		پاکستان		
ہاکی		ہاکی		
فیڈریشن		فیڈریشن		
کے		کا		
سکریٹری		سکریٹری		
مسٹر		مسٹر		
آصف		آصف		
باجوا		باجوا		
نے		نے		
کہا		کہہ		
کہ		کہ		
ان		وہ		
تینوں		تین		
ہی		ہی		
کھلاڑیوں		کھلاڑی		
نے		نے		
پاکستان		پاکستان		
ہاکی		ہاکی		
فیڈریشن		فیڈریشن		
کو		کو		
تیقن		تیقن		
دیا		دے		
ہے		ہے		
کہ		کہ		
وہ		وہ		
باغی		باغی		
لیگ		لیگ		
مےں		مےں		
شامل		شامل		
نہیں		نہیں		
ہونگے		ہو		
NULL		null		
اس		وہ		
کے		کے		
بعد		بعد		
انہیں		وہ		
قومی		قومی		
ٹیم		ٹیم		
مےں		مےں		
شامل		شامل		
کر		کر		
لیا		لے		
گیا		جا		
ہے		ہے		
۔		۔		
اس		وہ		
کے		کے		
علاوہ		علاوہ		
پنالٹی		پنالٹی		
کارنر		کارنر		
اسپیشلسٹ		اسپیشلسٹ		
سہیل		سہیل		
عباس		عباس		
کو		کو		
بھی		بھی		
ٹیم		ٹیم		
مےں		مےں		
شامل		شامل		
کیا		کر		
گیا		جا		
ہے		ہے		
تاہم		تاہم		
انہیں		وہ		
قیادت		قیادت		
نہیں		نہیں		
سونپی		سونپ		
گئی		جا		
ہے		ہے		
۔		۔		
ذیشان		ذیشان		
اشرف		اشرف		
نے		نے		
خود		خود		
ہی		ہی		
پہلے		پہلے		
NULL		null		
واضح		واضح		
کر		کر		
دیا		دے		
تھا		تھا		
کہ		کہ		
وہ		وہ		
اذلان		اذلان		
شاہ		شاہ		
ہاکی		ہاکی		
کپ		کپ		
کے		کے		
لئے		لئے		
دستیاب		دستیاب		
نہیں		نہیں		
رہیں_گے		رہ		
۔		۔		
اذلان		اذلان		
